rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
937,MED:32573490,32573490,PMC7456247,10.1172/jci130323,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,FGFR4 regulates tumor subtype differentiation in luminal breast cancer and metastatic disease.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
938,MED:32576280,32576280,PMC7310532,10.1186/s13058-020-01300-y,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,New generation breast cancer cell lines developed from patient-derived xenografts.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
939,MED:32605588,32605588,PMC7329449,10.1186/s13058-020-01295-6,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Secreted breast tumor interstitial fluid microRNAs and their target genes are associated with triple-negative breast cancer, tumor grade, and immune infiltration.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
940,MED:32647202,32647202,PMC7347884,10.1038/s41467-020-17249-7,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Comprehensive characterization of claudin-low breast tumors reflects the impact of the cell-of-origin on cancer evolution.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
941,MED:32650374,32650374,PMC7408834,10.3390/cancers12071829,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The 21-Gene Recurrence Score Assay and Prediction of Chemotherapy Benefit: A Propensity Score-Matched Analysis of the SEER Database.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
942,MED:32667137,32667137,PMC7507517,10.15252/emmm.201911908,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Characterization of circulating breast cancer cells with tumorigenic and metastatic capacity.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
943,MED:32668536,32668536,PMC7368092,10.1016/j.envres.2020.109535,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Involvement of fine particulate matter exposure with gene expression pathways in breast tumor and adjacent-normal breast tissue.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
944,MED:32692484,32692484,PMC7476842,10.1002/cam4.3284,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene signature-based prediction of triple-negative breast cancer patient response to Neoadjuvant chemotherapy.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
945,MED:32695676,32695676,PMC7338574,10.3389/fonc.2020.01023,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Characterizations of Cancer Gene Mutations in Chinese Metastatic Breast Cancer Patients.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
946,MED:32709042,32709042,PMC7407940,10.3390/cells9071718,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The Distribution of Circulating Tumor Cells Is Different in Metastatic Lobular Compared to Ductal Carcinoma of the Breast-Long-Term Prognostic Significance.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
947,MED:32723380,32723380,PMC7385902,10.1186/s12885-020-07184-7,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Low dose environmental radon exposure and breast tumor gene expression.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
948,MED:32804054,32804054,,10.2217/pme-2020-0070,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Current advances in the diagnosis and personalized treatment of breast cancer: lessons from tumor biology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
949,MED:32883270,32883270,PMC7650301,10.1186/s12885-020-07355-6,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Patient and physician factors associated with Oncotype DX and adjuvant chemotherapy utilization for breast cancer patients in New Hampshire, 2010-2016.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
950,MED:32911713,32911713,PMC7565075,10.3390/cancers12092553,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Fibronectin-Expressing Mesenchymal Tumor Cells Promote Breast Cancer Metastasis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
951,MED:32997669,32997669,PMC7526916,10.1371/journal.pone.0239197,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Effects of germline and somatic events in candidate BRCA-like genes on breast-tumor signatures.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
952,MED:33008814,33008814,,10.1158/1078-0432.ccr-20-1923,context,unclear,moderate,,true,Gene Expression Signatures of BRCAness and Tumor Inflammation Define Subgroups of Early-Stage Hormone Receptor-Positive Breast Cancer Patients.,"The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_record|classifier_method,false
953,MED:33039710,33039710,PMC7553237,10.1016/j.ebiom.2020.103030,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,CUP-AI-Dx: A tool for inferring cancer tissue of origin and molecular subtype using RNA gene-expression data and artificial intelligence.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
954,MED:33081408,33081408,PMC7603076,10.3390/cancers12103015,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Genome-Wide Gene Expression Analyses of <i>BRCA1</i>- and <i>BRCA2</i>-Associated Breast and Ovarian Tumours.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
955,MED:33128008,33128008,PMC7603345,10.1038/s41598-020-76024-2,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,An in-silico method leads to recognition of hub genes and crucial pathways in survival of patients with breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
956,MED:33139755,33139755,PMC7606448,10.1038/s41598-020-75708-z,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Spatial transcriptomics inferred from pathology whole-slide images links tumor heterogeneity to survival in breast and lung cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
957,MED:33148314,33148314,PMC7641839,10.1186/s13058-020-01355-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A tumour suppressive relationship between mineralocorticoid and retinoic acid receptors activates a transcriptional program consistent with a reverse Warburg effect in breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
958,MED:33212010,33212010,PMC8077737,10.1016/j.cell.2020.10.036,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Proteogenomic Landscape of Breast Cancer Tumorigenesis and Targeted Therapy.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
959,MED:33282730,33282730,PMC7689249,10.3389/fonc.2020.563779,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Triple-Negative Breast Cancer Comparison With Canine Mammary Tumors From Light Microscopy to Molecular Pathology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
960,MED:33300087,33300087,PMC7960623,10.1007/s10911-020-09470-3,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Methodological Advancements for Investigating Intra-tumoral Heterogeneity in Breast Cancer at the Bench and Bedside.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
961,MED:33400734,33400734,PMC7721610,10.18632/oncotarget.27758,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Exploiting the metabolic dependencies of the broad amino acid transporter SLC6A14.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record,false
962,PPR:PPR117311,,,10.1101/2020.03.11.987511,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Plasticity as an Underlying Mechanism of Tumor Heterogeneity in Breast Cancer,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
963,PPR:PPR181141,,,10.1101/2020.06.29.20142257,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Circulating tumor DNA dynamics using a standardized multi-gene panel in advanced breast cancer treated with CDK4/6 inhibition and endocrine therapy,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
964,PPR:PPR183651,,,10.1101/2020.07.02.184705,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,MORONET: Multi-omics Integration via Graph Convolutional Networks for Biomedical Data Classification,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
965,MED:30426489,30426489,,10.1002/path.5199,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Recent advances in breast cancer research impacting clinical diagnostic practice.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
966,MED:30443868,30443868,PMC6339657,10.1007/s12094-018-1973-6,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,SEOM clinical guidelines in early stage breast cancer (2018).,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
967,MED:30488343,30488343,PMC6502759,10.1007/s10552-018-1099-8,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Potential protein markers for breast cancer recurrence: a retrospective cohort study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
968,MED:30604156,30604156,,10.1007/s10147-018-1373-5,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Clinical target sequencing for precision medicine of breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
969,MED:30617775,30617775,PMC6396692,10.1007/s10552-018-1121-1,context,unclear,moderate,,true,"Differences in race, molecular and tumor characteristics among women diagnosed with invasive ductal and lobular breast carcinomas.","The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_record|classifier_method,false
970,MED:30646210,30646210,PMC6484560,10.1001/jamanetworkopen.2018.6997,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Association Between Postpartum Breast Cancer Diagnosis and Metastasis and the Clinical Features Underlying Risk.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
971,MED:30691008,30691008,PMC6406427,10.3390/cancers11020143,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Profiling of Invasive Breast Carcinoma Circulating Tumour Cells-Are We Ready for the 'Liquid' Revolution?,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
972,MED:30701321,30701321,PMC6622456,10.1007/s11894-019-0674-9,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Back to the Colorectal Cancer Consensus Molecular Subtype Future.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
973,MED:30713794,30713794,PMC6343793,10.1080/2162402x.2018.1537691,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Noninvasive profiling of serum cytokines in breast cancer patients and clinicopathological characteristics.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
974,MED:30726743,30726743,PMC6367568,10.1016/j.celrep.2019.01.041,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,RNA-Seq Signatures Normalized by mRNA Abundance Allow Absolute Deconvolution of Human Immune Cell Types.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
975,MED:30746635,30746635,PMC6533413,10.1007/s10549-019-05142-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Systemic treatment and radiotherapy, breast cancer subtypes, and survival after long-term clinical follow-up.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
976,MED:30754661,30754661,PMC6385100,10.3390/molecules24030631,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Stratification of Breast Cancer by Integrating Gene Expression Data and Clinical Variables.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
977,MED:30819233,30819233,PMC6394106,10.1186/s13058-019-1121-4,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The long-term prognostic and predictive capacity of cyclin D1 gene amplification in 2305 breast tumours.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method|outcome_or_treatment_in_title,false
978,MED:30852824,30852824,,10.1007/978-1-4939-9164-8_13,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Development of a Highly Multiplexed SRM Assay for Biomarker Discovery in Formalin-Fixed Paraffin-Embedded Tissues.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
979,MED:30881377,30881377,PMC6406071,10.3389/fgene.2019.00097,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Pan-Cancer Analysis of TCGA Data Revealed Promising Reference Genes for qPCR Normalization.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
980,MED:30882627,30882627,PMC6426514,10.1097/md.0000000000014617,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Development of prognostic signature and nomogram for patients with breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|outcome_or_treatment_in_title,false
981,MED:30894144,30894144,PMC6425559,10.1186/s12885-019-5443-5,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Analytical validation of CanAssist-Breast: an immunohistochemistry based prognostic test for hormone receptor positive breast cancer patients.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|outcome_or_treatment_in_title,false
982,MED:30927930,30927930,PMC6441200,10.1186/s12943-019-0960-z,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Recent advances in understanding tumor stroma-mediated chemoresistance in breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
983,MED:30941655,30941655,PMC6545174,10.1245/s10434-019-07325-8,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Significance of Metabolic Tumor Volume at Baseline and Reduction of Mean Standardized Uptake Value in <sup>18</sup>F-FDG-PET/CT Imaging for Predicting Pathological Complete Response in Breast Cancers Treated with Preoperative Chemotherapy.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
984,MED:30943126,30943126,,10.1200/jco.18.01933,context,unclear,low,,false,Defining Risk of Late Recurrence in Early-Stage Estrogen Receptor-Positive Breast Cancer: Clinical Versus Molecular Tools.,No abstract is available; founder title-level adjudication is required.,outcome_or_treatment_in_title,false
985,MED:30944146,30944146,PMC6450416,10.1158/1055-9965.epi-18-0955,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Atypical Chemokine Receptor 1 (<i>DARC/ACKR1</i>) in Breast Tumors Is Associated with Survival, Circulating Chemokines, Tumor-Infiltrating Immune Cells, and African Ancestry.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
986,MED:30963401,30963401,PMC6545241,10.1245/s10434-019-07338-3,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Tumor Heterogeneity Correlates with Less Immune Response and Worse Survival in Breast Cancer Patients.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
987,MED:30982598,30982598,PMC6526772,10.1016/j.cell.2019.03.005,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A Single-Cell Atlas of the Tumor and Immune Ecosystem of Human Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
988,MED:31002322,31002322,PMC6481453,10.1001/jamanetworkopen.2019.2561,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Association of Peritumoral Radiomics With Tumor Biology and Pathologic Response to Preoperative Targeted Therapy for HER2 (ERBB2)-Positive Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
989,MED:31077301,31077301,,10.1093/bioinformatics/btz381,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A Bayesian two-way latent structure model for genomic data integration reveals few pan-genomic cluster subtypes in a breast cancer cohort.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
990,MED:31114909,31114909,PMC6614807,10.1093/nar/gkz433,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A new normalization for Nanostring nCounter gene expression data.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
991,MED:31118201,31118201,PMC7617071,10.1158/0008-5472.can-18-1804,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Toward Personalized Computer Simulation of Breast Cancer Treatment: A Multiscale Pharmacokinetic and Pharmacodynamic Model Informed by Multitype Patient Data.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
992,MED:31131397,31131397,PMC6695578,10.1093/annonc/mdz126,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Avoiding over- and undertreatment in patients with resected node-positive breast cancer with the use of gene expression signatures: are we there yet?,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
993,MED:31146747,31146747,PMC6543675,10.1186/s12920-019-0530-7,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Novel secretome-to-transcriptome integrated or secreto-transcriptomic approach to reveal liquid biopsy biomarkers for predicting individualized prognosis of breast cancer patients.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method|outcome_or_treatment_in_title,false
994,MED:31150316,31150316,,10.1200/jco.19.00945,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Use of Biomarkers to Guide Decisions on Adjuvant Systemic Therapy for Women With Early-Stage Invasive Breast Cancer: ASCO Clinical Practice Guideline Update-Integration of Results From TAILORx.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
995,MED:31161190,31161190,,10.1093/annonc/mdz173,context,unclear,low,,false,"Early breast cancer: ESMO Clinical Practice Guidelines for diagnosis, treatment and follow-up†.",No abstract is available; founder title-level adjudication is required.,,false
996,MED:31204277,31204277,PMC6642081,10.1016/j.ebiom.2019.06.009,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A role for kinesin-1 subunits KIF5B/KLC1 in regulating epithelial mesenchymal plasticity in breast tumorigenesis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
997,MED:31216036,31216036,PMC6582332,10.1093/gigascience/giz064,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,TuBA: Tunable biclustering algorithm reveals clinically relevant tumor transcriptional profiles in breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
998,MED:31263747,31263747,PMC6597578,10.1038/s41523-019-0113-y,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,LobSig is a multigene predictor of outcome in invasive lobular carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
999,MED:31296531,31296531,PMC6774910,10.1158/1078-0432.ccr-19-0094,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Liver- and Microbiome-derived Bile Acids Accumulate in Human Breast Tumors and Inhibit Growth and Improve Patient Survival.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|outcome_or_treatment_in_title,false
1000,MED:31336272,31336272,PMC6660457,10.1016/j.isci.2019.07.001,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Multi-omic Dissection of Oncogenically Active Epiproteomes Identifies Drivers of Proliferative and Invasive Breast Tumors.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
1001,MED:31340938,31340938,,10.1158/1078-0432.ccr-19-0075,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prediction of Lymph Node Metastasis in Breast Cancer by Gene Expression and Clinicopathological Models: Development and Validation within a Population-Based Cohort.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
1002,MED:31393518,31393518,PMC6692699,10.1001/jamaoncol.2019.1856,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Assessment of Long-term Distant Recurrence-Free Survival Associated With Tamoxifen Therapy in Postmenopausal Patients With Luminal A or Luminal B Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
1003,MED:31412533,31412533,PMC6721506,10.3390/cancers11081158,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A Tyrosine Kinase Expression Signature Predicts the Post-Operative Clinical Outcome in Triple Negative Breast Cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
1004,MED:31420533,31420533,PMC6697729,10.1038/s41389-019-0157-8,context,unclear,moderate,,true,DeepCC: a novel deep learning-based framework for cancer molecular subtype classification.,"The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_record|classifier_method,false
1005,MED:31434940,31434940,PMC6704148,10.1038/s41598-019-48570-x,context,unclear,moderate,,true,Cross comparison and prognostic assessment of breast cancer multigene signatures in a large population-based contemporary clinical series.,"The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
1006,MED:31444309,31444309,PMC7055686,10.1373/clinchem.2018.300954,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Toward a Framework for Outcome-Based Analytical Performance Specifications: A Methodology Review of Indirect Methods for Evaluating the Impact of Measurement Uncertainty on Clinical Outcomes.,The title identifies secondary literature retained only for citation chaining.,strong_method_in_title|strong_method_in_record|secondary_literature_in_title,false
1007,MED:31451979,31451979,PMC6817748,10.1007/s10549-019-05413-7,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A population-based recurrence risk management study of patients with pT1 node-negative HER2+ breast cancer: a National Clinical Database study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
1008,MED:31483662,31483662,,10.1021/acs.jproteome.9b00316,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Assessing Treatment Response and Prognosis by Serum and Tissue Metabolomics in Breast Cancer Patients.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
1009,MED:31498011,31498011,,10.1080/14737159.2019.1664901,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Available and emerging molecular markers in the clinical management of breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
1010,MED:31552290,31552290,PMC6757060,10.1038/s41523-019-0126-6,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,PIK3CA and MAP3K1 alterations imply luminal A status and are associated with clinical benefit from pan-PI3K inhibitor buparlisib and letrozole in ER+ metastatic breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
1011,MED:31569063,31569063,,10.1016/j.cancergen.2019.09.004,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Transcriptomics-based screening of molecular signatures associated with patients overall survival and their key regulators in subtypes of breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
1012,MED:31570822,31570822,PMC6859071,10.1038/s41591-019-0582-4,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Whole-genome sequencing of triple-negative breast cancers in a population-based clinical study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
1013,MED:31737566,31737566,PMC6828840,10.3389/fonc.2019.01124,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deciphering HER2 Breast Cancer Disease: Biological and Clinical Implications.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
1014,MED:31769425,31769425,PMC6966447,10.3390/cancers11121864,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identifying Biomarkers to Pair with Targeting Treatments within Triple Negative Breast Cancer for Improved Patient Stratification.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
1015,MED:31796750,31796750,PMC6890706,10.1038/s41467-019-13329-5,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,An independent poor-prognosis subtype of breast cancer defined by a distinct tumor immune microenvironment.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
