rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
82,MED:28094848,28094848,,10.3322/caac.21388,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"The Eighth Edition AJCC Cancer Staging Manual: Continuing to build a bridge from a population-based to a more ""personalized"" approach to cancer staging.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
83,MED:29285252,29285252,PMC5739639,10.18632/oncotarget.22169,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Immunological landscape of consensus clusters in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
84,MED:27228287,27228287,PMC4931375,10.1038/bjc.2016.161,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Effects of microsatellite instability on recurrence patterns and outcomes in colorectal cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|outcome_or_treatment_in_title,false
85,MED:25838375,25838375,,10.1126/science.aaa4971,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Neoantigens in cancer immunotherapy.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
86,MED:25867261,25867261,PMC4402460,10.1038/bjc.2015.93,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Combining bevacizumab and chemoradiation in rectal cancer. Translational results of the AXEBeam trial.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
87,MED:26070918,26070918,PMC4524758,10.1634/theoncologist.2015-0014,context,unclear,low,,false,Changing the Paradigm—Multistage Multiarm Randomized Trials and Stratified Cancer Medicine.,No abstract is available; founder title-level adjudication is required.,,false
88,MED:23556052,23556052,PMC3613766,10.4251/wjgo.v5.i2.12,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Era of universal testing of microsatellite instability in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
89,MED:20420947,20420947,PMC3037515,10.1053/j.gastro.2009.12.064,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Microsatellite instability in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
90,MED:20498393,20498393,PMC2903323,10.1200/jco.2009.27.1825,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Defective mismatch repair as a predictive marker for lack of efficacy of fluorouracil-based adjuvant therapy in colon cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
91,MED:18301950,18301950,,10.1245/s10434-007-9757-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Two subtypes of mucinous adenocarcinoma of the colorectum: clinicopathological and genetic features.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
92,MED:17631130,17631130,PMC2933045,10.1053/j.gastro.2007.04.044,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Pathology features in Bethesda guidelines predict colorectal cancer microsatellite instability: a population-based study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
93,MED:15655543,15655543,PMC2361854,10.1038/sj.bjc.6602330,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Unfavourable expression of pharmacologic markers in mucinous colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
94,MED:14970275,14970275,PMC2933058,10.1093/jnci/djh034,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Revised Bethesda Guidelines for hereditary nonpolyposis colorectal cancer (Lynch syndrome) and microsatellite instability.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
95,MED:11159189,11159189,PMC1850324,10.1016/s0002-9440(10)63994-6,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Histopathological identification of colon cancer with microsatellite instability.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
96,MED:32099066,32099066,PMC7042281,10.1038/s41598-020-60255-4,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,The Prognostic Implications of Tumor Infiltrating Lymphocytes in Colorectal Cancer: A Systematic Review and Meta-Analysis.,The title identifies secondary literature retained only for citation chaining.,strong_method_in_record|outcome_or_treatment_in_title|secondary_literature_in_title,false
97,MED:41230203,41230203,PMC12603809,10.3389/or.2025.1605383,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,A scoping review of TSR analysis in colorectal cancer: implications for automated solutions.,The title identifies secondary literature retained only for citation chaining.,secondary_literature_in_title,false
98,MED:30945755,30945755,,10.1002/bjs.11142,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Meta-analysis of the molecular associations of mucinous colorectal cancer.,The title identifies secondary literature retained only for citation chaining.,classifier_method|secondary_literature_in_title,false
99,MED:22259177,22259177,,10.1136/jclinpath-2011-200340,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Mucinous subtype as prognostic factor in colorectal cancer: a systematic review and meta-analysis.,The title identifies secondary literature retained only for citation chaining.,classifier_method|outcome_or_treatment_in_title|secondary_literature_in_title,false
