rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
79,MED:41716034,41716034,PMC13050814,10.1002/path.70039,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Deep learning-based H&amp;E-derived risk scores in colorectal cancer: associations with tumour morphology, biology, and predicted drug response.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
80,MED:41992238,41992238,PMC13217717,10.1186/s12943-026-02658-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The evolving role of OMICS in gastrointestinal tumor biology and clinical practice.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
81,MED:42208542,42208542,PMC13293968,10.1016/j.xcrm.2026.102840,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Patient-derived organoids from metastatic colorectal cancer mirror tumor heterogeneity and predict patient survival and drug sensitivity.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
82,MED:39710952,39710952,PMC11717495,10.1002/path.6376,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Tumour purity assessment with deep learning in colorectal cancer and impact on molecular analysis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
83,MED:39839508,39839508,PMC11748706,10.1016/j.heliyon.2024.e41443,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Development and validation of a biomarker-based prediction model for metastasis in patients with colorectal cancer: Application of machine learning algorithms.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
84,MED:39979656,39979656,PMC12427072,10.1038/s41568-024-00788-2,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Defining a 'cells to society' research framework for appendiceal tumours.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
85,MED:40427044,40427044,PMC12109205,10.3390/biomedicines13051217,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The Expression and Molecular Roles of MAMDC2 in MSS Colorectal Cancer with a High Tumor Stromal Ratio.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
86,MED:40511583,40511583,PMC12163513,10.1002/2056-4538.70034,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A quantitative tumor-wide analysis of morphological heterogeneity of colorectal adenocarcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
87,MED:41409534,41409534,PMC12706160,10.2147/clep.s532957,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Refined Algorithm for Identifying Recurrence Among Patients with Non-Metastatic Colorectal Cancer Based on Danish National Health Data Registries.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
88,PPR:PPR1017740,,,10.21203/rs.3.rs-6507406/v1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Ex vivo modeling of morphological, molecular and pharmacological tumor heterogeneity of metastatic colorectal cancer","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
89,MED:37990064,37990064,PMC10874891,10.1038/s41417-023-00695-y,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Novel biomarker SARIFA in colorectal cancer: highly prognostic, not genetically driven and histologic indicator of a distinct tumor biology.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
90,MED:38351382,38351382,PMC10937375,10.1038/s41588-024-01654-5,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Pathway level subtyping identifies a slow-cycling biological phenotype associated with poor clinical outcomes in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
91,MED:38374116,38374116,PMC10877771,10.1186/s13073-024-01302-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Intra-prostatic tumour evolution, steps in metastatic spread and histogenomic associations revealed by integration of multi-region whole-genome sequencing with histopathological features.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
92,MED:38438349,38438349,PMC10912713,10.1038/s41392-024-01760-0,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"New clinical trial design in precision medicine: discovery, development and direction.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
93,MED:38865982,38865982,PMC11457979,10.1159/000539678,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Artificial Intelligence in Colorectal Cancer: From Patient Screening over Tailoring Treatment Decisions to Identification of Novel Biomarkers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
94,MED:38911065,38911065,PMC11190348,10.1002/mco2.609,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Magnetic resonance imaging-based radiomics analysis for prediction of treatment response to neoadjuvant chemoradiotherapy and clinical outcome in patients with locally advanced rectal cancer: A large multicentric and validated study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
95,MED:39147895,39147895,PMC11327259,10.1038/s43856-024-00589-6,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Converging deep learning and human-observed tumor-adipocyte interaction as a biomarker in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
96,MED:39279947,39279947,PMC11399859,10.21037/jgo-24-322,context,unclear,low,,false,Insights and recommendations for enhancing the prognostic nomogram in elderly patients with stage II-III colorectal cancer.,No abstract is available; founder title-level adjudication is required.,outcome_or_treatment_in_title,false
97,MED:39287842,39287842,,10.1007/s10147-024-02626-9,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular profiling of risk factors for relapse in Japanese patients with stage II colorectal cancer: a retrospective cohort study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
98,MED:39310770,39310770,PMC11416555,10.1016/j.isci.2024.110701,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Tumor-associated mesenchymal stromal cells modulate macrophage phagocytosis in stromal-rich colorectal cancer via PD-1 signaling.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
99,MED:39413732,39413732,PMC11513840,10.1016/j.xcrm.2024.101785,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep learning model with pathological knowledge for detection of colorectal neuroendocrine tumor.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
100,PPR:PPR791308,,,10.21203/rs.3.rs-3891488/v1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Pathway level subtyping identifies a slow-cycling and transcriptionally lethargic biological phenotype associated with poor clinical outcomes in colon cancer independent of genetics,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
101,MED:37296894,37296894,PMC10251979,10.3390/cancers15112934,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"A Multi-Omics Overview of Colorectal Cancer to Address Mechanisms of Disease, Metastasis, Patient Disparities and Outcomes.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
102,MED:37446311,37446311,PMC10342679,10.3390/ijms241311133,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Using Machine Learning Methods to Study Colorectal Cancer Tumor Micro-Environment and Its Biomarkers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
103,MED:37506451,37506451,,10.1016/j.compbiomed.2023.107274,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep learning exploration of single-cell and spatially resolved cancer transcriptomics to unravel tumour heterogeneity.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
104,MED:37551703,37551703,PMC10952145,10.1002/path.6153,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Application of digital pathology-based advanced analytics of tumour microenvironment organisation to predict prognosis and therapeutic response.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
105,MED:37602638,37602638,PMC10754382,10.4103/sjg.sjg_85_23,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Comparison of KRAS gene in circulating tumor DNA levels vs histological grading of colorectal cancer patients through liquid biopsy.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
106,MED:37701575,37701575,PMC10494211,10.1016/j.isci.2023.107702,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep learning-derived spatial organization features on histology images predicts prognosis in colorectal liver metastasis patients after hepatectomy.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
107,MED:37792663,37792663,,10.1002/path.6196,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Transcriptomics and proteomics reveal distinct biology for lymph node metastases and tumour deposits in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
108,MED:37837931,37837931,PMC10585232,10.1016/j.ebiom.2023.104829,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Transcriptomic subtyping of malignant peripheral nerve sheath tumours highlights immune signatures, genomic profiles, patient survival and therapeutic targets.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
109,PPR:PPR669048,,,10.21203/rs.3.rs-2928509/v1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Tumor heterogeneity and prognostic impact of the aberrant splicing burden of colorectal cancers,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
110,MED:35322056,35322056,PMC8943120,10.1038/s41598-022-08351-5,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Automated quality assessment of large digitised histology cohorts by artificial intelligence.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
111,MED:35489435,35489435,,10.1053/j.gastro.2022.04.025,context,unclear,low,,false,Clinical Applications of Artificial Intelligence in Gastroenterology: Excitement and Evidence.,No abstract is available; founder title-level adjudication is required.,,false
112,MED:35954443,35954443,PMC9367360,10.3390/cancers14153780,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Current Developments of Artificial Intelligence in Digital Pathology and Its Future Clinical Applications in Gastrointestinal Cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
113,MED:36001383,36001383,,10.1158/1078-0432.ccr-22-1326,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Bevacizumab May Differentially Improve Prognosis of Advanced Ovarian Cancer Patients with Low Expression of VEGF-A165b, an Antiangiogenic VEGF-A Splice Variant.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|outcome_or_treatment_in_title,false
114,MED:36008070,36008070,PMC9422819,10.1136/bmjopen-2022-063914,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Cohort profile: population-based cohorts of patients with colorectal cancer and of their relatives in Geneva, Switzerland.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
115,MED:36138135,36138135,,10.1038/s43018-022-00436-4,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Artificial intelligence in histopathology: enhancing cancer research and clinical oncology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
116,MED:33204028,33204028,PMC7884739,10.1038/s41416-020-01122-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep learning in cancer pathology: a new generation of clinical biomarkers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
117,MED:33590485,33590485,,10.1111/his.14353,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Development and initial validation of a deep learning algorithm to quantify histological features in colorectal carcinoma including tumour budding/poorly differentiated clusters.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
118,MED:34272358,34272358,PMC8285471,10.1038/s41389-021-00342-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Tumour heterogeneity and evolutionary dynamics in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
119,MED:34391053,34391053,,10.1016/j.ejca.2021.07.012,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Gastrointestinal cancer classification and prognostication from histology using deep learning: Systematic review.,The title identifies secondary literature retained only for citation chaining.,classifier_method|outcome_or_treatment_in_title|secondary_literature_in_title,false
120,MED:35242697,35242697,PMC8886672,10.3389/fonc.2021.819565,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,From Mouse to Human: Cellular Morphometric Subtype Learned From Mouse Mammary Tumors Provides Prognostic Value in Human Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method|outcome_or_treatment_in_title|nonhuman_in_title,false
121,MED:29571083,29571083,,10.1016/j.ejca.2018.02.023,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Expression-based intrinsic glioma subtypes are prognostic in low-grade gliomas of the EORTC22033-26033 clinical trial.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method|outcome_or_treatment_in_title,false
122,MED:28165299,28165299,,10.1200/jco.2016.71.9807,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Molecular Biomarkers for the Evaluation of Colorectal Cancer: Guideline From the American Society for Clinical Pathology, College of American Pathologists, Association for Molecular Pathology, and the American Society of Clinical Oncology.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
123,MED:28587590,28587590,PMC5461714,10.1186/s12864-017-3819-y,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,RNA sequencing and transcriptome arrays analyses show opposing results for alternative splicing in patient derived samples.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
124,MED:28677162,28677162,PMC5601279,10.1002/ijc.30869,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The clinical impact of tumour-infiltrating lymphocytes in colorectal cancer differs by anatomical subsite: A cohort study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
125,MED:28697342,28697342,PMC5599156,10.1016/j.ccell.2017.06.003,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Tumor Evolution of Glioma-Intrinsic Gene Expression Subtypes Associates with Immunological Changes in the Microenvironment.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
126,MED:28807232,28807232,,10.1016/j.critrevonc.2017.06.007,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Ovarian cancer: Novel molecular aspects for clinical assessment.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
127,MED:29115304,29115304,,10.1038/nrclinonc.2017.166,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Tumour heterogeneity and resistance to cancer therapies.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
128,MED:29130628,29130628,PMC5748486,10.1002/1878-0261.12156,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Characterization of genetic intratumor heterogeneity in colorectal cancer and matching patient-derived spheroid cultures.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
129,MED:26762204,26762204,,10.1158/0008-5472.can-15-0776,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification of Patients with Recurrent Glioblastoma Who May Benefit from Combined Bevacizumab and CCNU Therapy: A Report from the BELOB Trial.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
130,MED:26827964,26827964,,10.1016/j.ygyno.2016.01.026,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene-expression signatures in ovarian cancer: Promise and challenges for patient stratification.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
131,MED:27396951,27396951,PMC5423205,10.1016/j.molonc.2016.06.004,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A validated microRNA profile with predictive potential in glioblastoma patients treated with bevacizumab.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
132,MED:27922044,27922044,,10.1038/nrclinonc.2016.171,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,From tumour heterogeneity to advances in precision treatment of colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
133,MED:26071350,26071350,PMC5528718,10.1016/j.molonc.2015.05.004,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification of major factors associated with failed clinical molecular oncology testing performed by next generation sequencing (NGS).,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
134,MED:25057166,25057166,,10.1093/annonc/mdu275,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Distal and proximal colon cancers differ in terms of molecular, pathological, and clinical features.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
135,MED:25520874,25520874,PMC4266718,,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A mathematical model for short-term vs. long-term survival in patients with glioma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
136,MED:23917454,23917454,PMC3799825,10.1158/1055-9965.epi-13-0192,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular signatures of epithelial ovarian cancer: analysis of associations with tumor characteristics and epidemiologic risk factors.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
137,MED:22991413,22991413,,10.1158/1078-0432.ccr-11-3302,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,ColoGuidePro: a prognostic 7-gene expression signature for stage III colorectal cancer patients.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
138,MED:23272949,23272949,PMC3543849,10.1186/1755-8794-5-66,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Subtypes of primary colorectal tumors correlate with response to targeted treatment in colorectal cell lines.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
139,MED:21407225,21407225,PMC3065290,10.1038/bjc.2011.66,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Exon-array profiling unlocks clinically and biologically relevant gene signatures from formalin-fixed paraffin-embedded tumour samples.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
140,MED:21619627,21619627,PMC3219073,10.1186/gm248,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Transcriptome instability in colorectal cancer identified by exon microarray analyses: Associations with splicing factor expression levels and patient survival.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
141,MED:19914252,19914252,PMC3388775,10.1053/j.gastro.2009.11.005,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Experimentally derived metastasis gene expression profile predicts recurrence and death in patients with colon cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
142,MED:19996206,19996206,PMC2920750,10.1158/1078-0432.ccr-09-1431,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Metastasis-Associated Gene Expression Changes Predict Poor Outcomes in Patients with Dukes Stage B and C Colorectal Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
143,MED:18593951,18593951,PMC7039050,10.1158/0008-5472.can-07-6595,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A gene signature predicting for survival in suboptimally debulked patients with ovarian cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
144,MED:17380152,17380152,,10.1038/nrd2251,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Stratified medicine: strategic and economic implications of combining drugs and clinical biomarkers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
145,MED:17575129,17575129,,10.1158/0008-5472.can-06-2869,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification of differentially regulated splice variants and novel exons in glial brain tumors using exon expression arrays.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
146,MED:17664471,17664471,,10.1200/jco.2006.10.5437,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Expression of epiregulin and amphiregulin and K-ras mutation status predict disease control in metastatic colorectal cancer patients treated with cetuximab.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
147,MED:17878921,17878921,,10.1038/sj.leu.2404900,context,unclear,low,,false,Macrophages and tumor angiogenesis.,No abstract is available; founder title-level adjudication is required.,,false
148,MED:16288054,16288054,,10.1158/0008-5472.can-05-2240,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Expression profiling of serous low malignant potential, low-grade, and high-grade tumors of the ovary.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
149,MED:12454837,12454837,,10.1053/gast.2002.37070,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Evaluation of tumor microsatellite instability using five quasimonomorphic mononucleotide repeats and pentaplex PCR.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
150,MED:11479231,11479231,,,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Genetic analysis of early- versus late-stage ovarian tumors.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
151,MED:41383975,41383975,PMC12690632,10.3892/ol.2025.15407,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,CRISPR/Cas9-mediated claudin-2 knockout in HCT116 cells reveals its key role in colorectal cancer progression.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
152,MED:41530374,41530374,PMC12858838,10.1038/s41698-025-01253-5,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Exploratory biomarker analysis of RAS/BRAF somatic mutations and gene expression signatures for predicting treatment effects of aflibercept in the velour trial.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
153,MED:41550766,41550766,PMC12803930,10.1016/j.isci.2025.114455,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Integrative analysis of transcriptomic data reveals a predictive gene signature for chemoradiotherapy response in rectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
154,MED:41588707,41588707,PMC12984008,10.1002/path.70029,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Integrating artificial intelligence (AI) into colorectal cancer reporting.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
155,MED:41673045,41673045,PMC13004917,10.1038/s41597-026-06675-9,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Large-Scale Histological Image Dataset with Metadata for Colorectal Cancer Microenvironment.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
156,MED:41933856,41933856,,10.1016/j.critrevonc.2026.105311,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Integrated single‑cell and spatial transcriptomics reveal the colorectal cancer microenvironment.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
157,MED:42153825,42153825,,10.1148/radiol.251719,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Interpretable MRI-based Multiparametric Radiomics for Preoperative Prediction of CMS4 Colorectal Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
158,MED:42153829,42153829,,10.1148/radiol.261015,context,unclear,low,,false,Beyond Cellularity: MRI Radiomics and the CMS4 Mesenchymal Phenotype in Colorectal Cancer.,No abstract is available; founder title-level adjudication is required.,,false
159,MED:39095655,39095655,PMC11958429,10.1007/s00424-024-03002-2,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Decoding pathology: the role of computational pathology in research and diagnostics.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
160,MED:39579981,39579981,,10.1016/j.jtho.2024.11.016,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Differentiating Separate Primary Lung Adenocarcinomas From Intrapulmonary Metastases With Emphasis on Pathological and Molecular Considerations: Recommendations From the International Association for the Study of Lung Cancer Pathology Committee.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
