rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
398,MED:29050296,29050296,PMC5642571,10.18632/oncotarget.19719,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Reverse phase protein array identification of triple-negative breast cancer subtypes and comparison with mRNA molecular subtypes.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
406,MED:27310713,27310713,PMC4911051,10.1371/journal.pone.0157368,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Refinement of Triple-Negative Breast Cancer Molecular Subtypes: Implications for Neoadjuvant Chemotherapy Selection.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
416,MED:25779996,25779996,,10.1309/ajcpr3bfa2phsnyd,supporting,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Can molecular subtyping be used to guide metastatic screening in breast cancer?,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",classifier_method|second_stage_not_direct,false
431,MED:25164602,25164602,PMC4166472,10.1186/s13059-014-0431-1,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Genome-driven integrated classification of breast cancer validated in over 7,500 samples.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
458,MED:20359657,20359657,,10.1016/s1470-2045(10)70036-x,supporting,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,false,Molecular subtyping of breast cancer: ready to use?,"Second-stage review identifies secondary, guideline, commentary, or perspective literature retained only for citation chaining.",classifier_method|second_stage_not_direct,false
460,MED:20484283,20484283,,10.1177/1066896910370771,supporting,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Will molecular classification replace traditional breast pathology?,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",classifier_method|second_stage_not_direct,false
464,MED:20887159,20887159,,10.2217/whe.10.50,supporting,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Classification models for breast cancer molecular subtyping: what is the best candidate for a translation into clinic?,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",classifier_method|second_stage_not_direct,false
466,MED:19204193,19204193,,10.1200/jco.2008.20.6276,supporting,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,false,Introducing molecular subtyping of breast cancer into the clinic?,"Second-stage review identifies secondary, guideline, commentary, or perspective literature retained only for citation chaining.",classifier_method|second_stage_not_direct,false
485,MED:40216371,40216371,,10.1016/j.jbi.2025.104817,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A novel machine learning-based workflow to capture intra-patient heterogeneity through transcriptional multi-label characterization and clinically relevant classification.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
495,MED:36642929,36642929,PMC9841121,10.1002/ctm2.1105,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,"In silico validation of a new classifier, PCSCG<sub>ier</sub> , for predicting recurrence-free survival in prostate cancer patients: Evidence from multiple datasets.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
497,MED:37055772,37055772,PMC10103529,10.1186/s12967-023-04092-9,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Cross-platform comparison of immune signatures in immunotherapy-treated patients with advanced melanoma using a rank-based scoring approach.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method|second_stage_not_direct,false
534,MED:23339125,23339125,PMC3732211,10.1158/1078-0432.ccr-12-3554,context,exclude,high,nonhuman_or_no_primary_human_tumor_cohort,true,Murine microenvironment metaprofiles associate with human cancer etiology and intrinsic subtypes.,Second-stage review identifies a nonhuman study outside the primary human-tumor evidence requirement.,domain_in_title|domain_in_record|strong_method_in_record|classifier_method|nonhuman_in_title|second_stage_not_direct,false
561,MED:41934415,41934415,PMC13054166,10.25259/ijmr_1642_2024,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Clinically actionable alterations in Indian breast cancer patients derived through whole transcriptome sequencing.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
565,PPR:PPR1235992,,,10.64898/2026.05.17.725700,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Convergent suppression of nuclear-encoded mitochondrial fatty acid oxidation genes defines a pan-subtype signature in breast cancer: a multi-cohort transcriptomic study,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
566,PPR:PPR1239365,,,10.64898/2026.05.22.26353710,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Longitudinal multi-platform profiling reveals temporal dynamics of HER2, TROP2, PD-L1 and tumor-infiltrating lymphocytes in triple-negative breast cancer","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
585,MED:40349505,40349505,PMC12139019,10.1016/j.tranon.2025.102407,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular characterisation of the residual disease after neoadjuvant endocrine therapy in ER+/HER2- breast cancer uncovers biomarkers of tumour response.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
588,MED:40406379,40406379,PMC12094704,10.1159/000545785,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Risk Assessment Using Gene Expression Profiling Correlates with Clinical Prognosis Estimation in Hormone Receptor-Positive/HER2-Negative Early Breast Cancer.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
610,MED:40896880,40896880,PMC12424417,10.1016/j.esmoop.2025.105572,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Palbociclib and trastuzumab for HER2-positive metastatic breast cancer: final overall survival results of cohort A and B of SOLTI-1303-PATRICIA trial.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
616,MED:41072454,41072454,,10.1016/s1470-2045(25)00428-0,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,false,Whole-genome sequencing in breast cancer: is it ready for clinical application?,"Second-stage review identifies secondary, guideline, commentary, or perspective literature retained only for citation chaining.",second_stage_not_direct,false
668,MED:38911651,38911651,PMC11191929,10.1097/as9.0000000000000424,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,false,Response to: Comment on Genetic Ancestry-Specific Molecular and Survival Differences in Admixed Breast Cancer Patients.,"Second-stage review identifies secondary, guideline, commentary, or perspective literature retained only for citation chaining.",outcome_or_treatment_in_title|second_stage_not_direct,false
673,MED:39058425,39058425,PMC11443247,10.1158/1078-0432.ccr-24-0465,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Ipatasertib plus Paclitaxel for Patients with PIK3CA/AKT1/PTEN-Altered Locally Advanced Unresectable or Metastatic Triple-Negative Breast Cancer in the IPATunity130 Phase III Trial.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
764,PPR:PPR673917,,,10.1101/2023.06.07.23291117,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The Metastatic Breast Cancer Project: leveraging patient-partnered research to expand the clinical and genomic landscape of metastatic breast cancer and accelerate discoveries,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
795,MED:35552660,35552660,PMC9365375,10.1158/1078-0432.ccr-21-4289,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Therapeutic Implications for Intrinsic Phenotype Classification of Metastatic Castration-Resistant Prostate Cancer.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
842,MED:33442657,33442657,PMC7791616,10.1093/jncics/pkaa072,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Outcomes of Hormone-Receptor Positive, HER2-Negative Breast Cancers by Race and Tumor Biological Features.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
846,MED:33543757,33543757,PMC8479681,10.1093/bioinformatics/btab088,context,include,high,,true,multiclassPairs: an R package to train multiclass pair-based classifier.,"Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_direct_method,false
850,MED:33599688,33599688,PMC7893540,10.1001/jamaoncol.2020.7310,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Association of Immunophenotype With Pathologic Complete Response to Neoadjuvant Chemotherapy for Triple-Negative Breast Cancer: A Secondary Analysis of the BrighTNess Phase 3 Randomized Clinical Trial.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
865,MED:34091374,34091374,,10.1016/j.ctarc.2021.100401,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Developing a clinical-pathologic model to predict genomic risk of recurrence in patients with hormone receptor positive, human epidermal growth factor receptor-2 negative, node negative breast cancer.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
871,MED:34217971,34217971,PMC8261657,10.1016/j.breast.2021.06.011,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Biological and clinical features of triple negative Invasive Lobular Carcinomas of the breast. Clinical outcome and actionable molecular alterations.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
892,MED:34827124,34827124,PMC8615092,10.3390/biology10111131,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Oxford Nanopore MinION Direct RNA-Seq for Systems Biology.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
952,MED:33008814,33008814,,10.1158/1078-0432.ccr-20-1923,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene Expression Signatures of BRCAness and Tumor Inflammation Define Subgroups of Early-Stage Hormone Receptor-Positive Breast Cancer Patients.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
969,MED:30617775,30617775,PMC6396692,10.1007/s10552-018-1121-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Differences in race, molecular and tumor characteristics among women diagnosed with invasive ductal and lobular breast carcinomas.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
984,MED:30943126,30943126,,10.1200/jco.18.01933,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Defining Risk of Late Recurrence in Early-Stage Estrogen Receptor-Positive Breast Cancer: Clinical Versus Molecular Tools.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",outcome_or_treatment_in_title|second_stage_not_direct,false
995,MED:31161190,31161190,,10.1093/annonc/mdz173,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,false,"Early breast cancer: ESMO Clinical Practice Guidelines for diagnosis, treatment and follow-up†.","Second-stage review identifies secondary, guideline, commentary, or perspective literature retained only for citation chaining.",second_stage_not_direct,false
1004,MED:31420533,31420533,PMC6697729,10.1038/s41389-019-0157-8,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,DeepCC: a novel deep learning-based framework for cancer molecular subtype classification.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
1005,MED:31434940,31434940,PMC6704148,10.1038/s41598-019-48570-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Cross comparison and prognostic assessment of breast cancer multigene signatures in a large population-based contemporary clinical series.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
1023,MED:35100699,35100699,,10.1200/po.19.00012,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Significant Clinical Activity of Olaparib in a Somatic BRCA1-Mutated Triple-Negative Breast Cancer With Brain Metastasis.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
1029,MED:29253081,29253081,PMC5888999,10.1093/annonc/mdx773,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Pertuzumab, trastuzumab, and standard anthracycline- and taxane-based chemotherapy for the neoadjuvant treatment of patients with HER2-positive localized breast cancer (BERENICE): a phase II, open-label, multicenter, multinational cardiac safety study.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
1069,MED:30379847,30379847,PMC6231682,10.1371/journal.pcbi.1006520,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular characterization of breast and lung tumors by integration of multiple data types with functional sparse-factor analysis.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
1087,MED:28376181,28376181,PMC6279306,10.1093/jnci/djw307,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,"Breast Cancer Patient-Derived Xenografts: Pros, Cons, and Next Steps.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
1118,PPR:PPR23542,,,10.1101/183582,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular characterization of breast and lung tumors by integration of multiple data types with sparse-factor analysis,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
1125,MED:26769751,26769751,,10.1158/1078-0432.ccr-15-1691,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"An Endothelial Gene Signature Score Predicts Poor Outcome in Patients with Endocrine-Treated, Low Genomic Grade Breast Tumors.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
1131,MED:26910609,26910609,,10.1007/s12282-016-0670-y,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,false,"The Japanese Breast Cancer Society Clinical Practice Guideline for systemic treatment of breast cancer, 2015 edition.","Second-stage review identifies secondary, guideline, commentary, or perspective literature retained only for citation chaining.",second_stage_not_direct,false
1140,MED:27083178,27083178,,10.1007/s10549-016-3792-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Frequency of germline DNA genetic findings in an unselected prospective cohort of triple-negative breast cancer patients participating in a platinum-based neoadjuvant chemotherapy trial.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
1151,MED:27386846,27386846,PMC4936004,10.1186/s13058-016-0724-2,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Expression and methylation patterns partition luminal-A breast tumors into distinct prognostic subgroups.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
1161,MED:27556419,27556419,PMC5001207,10.1186/s12864-016-2903-z,context,include,high,,true,CrossLink: a novel method for cross-condition classification of cancer subtypes.,"Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_direct_method,false
1181,MED:29588871,29588871,PMC5866132,10.6004/jadpro.2016.7.6.8,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,false,Understanding Biomarkers in Early-Stage Invasive Breast Cancer: Tools From the ASCO Clinical Guideline.,"Second-stage review identifies secondary, guideline, commentary, or perspective literature retained only for citation chaining.",second_stage_not_direct,false
1211,MED:26202594,26202594,,10.1093/annonc/mdv263,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Randomized, phase II, placebo-controlled trial of onartuzumab and/or bevacizumab in combination with weekly paclitaxel in patients with metastatic triple-negative breast cancer.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
1220,MED:26404658,26404658,PMC4585919,10.1038/srep14499,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular portraits revealing the heterogeneity of breast tumor subtypes defined using immunohistochemistry markers.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
1232,MED:26674611,26674611,PMC4678588,10.1186/s40425-015-0088-7,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,"nCounter(®) PanCancer Immune Profiling Panel (NanoString Technologies, Inc., Seattle, WA).","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
1270,MED:25269490,25269490,,10.1093/jnci/dju297,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Molecular subtypes of high-grade serous ovarian cancer: the holy grail?,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",classifier_method|second_stage_not_direct,false
1312,MED:24415966,24415966,PMC3728627,10.1159/000353617,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,AGO Recommendations for Diagnosis and Treatment of Patients with Early Breast Cancer: Update 2013.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
1316,MED:21373875,21373875,,10.1007/s10549-011-1412-7,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,TP53 genomics predict higher clinical and pathologic tumor response in operable early-stage breast cancer treated with docetaxel-capecitabine ± trastuzumab.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
1325,MED:22355741,22355741,PMC3259129,10.1038/srep00227,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,A gene signature for predicting outcome in patients with basal-like breast cancer.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
1329,MED:22508829,22508829,,10.1200/jco.2012.41.7386,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Assessing the clinical relevance of oncogenic pathways in neoadjuvant breast cancer.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
1345,MED:22976500,22976500,,10.1007/s00259-012-2245-2,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Preoperative FDG PET/CT in breast cancer patients: where are we going?,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
1378,MED:20576095,20576095,PMC2917037,10.1186/bcr2596,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Genomic subtypes of breast cancer identified by array-comparative genomic hybridization display distinct molecular and clinical characteristics.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
1393,MED:19893007,19893007,,10.1093/jnci/djp390,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,"Re: Ki67 index, HER2 status, and prognosis of patients with luminal B breast cancer.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",outcome_or_treatment_in_title|second_stage_not_direct,false
1405,MED:16643655,16643655,PMC1468408,10.1186/1471-2164-7-96,context,include,high,,true,The molecular portraits of breast tumors are conserved across microarray platforms.,"Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_direct_method,false
1411,MED:15755970,15755970,,10.1200/jco.2005.12.005,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Gene expression profiling of breast cancer: a new tumor marker.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",classifier_method|second_stage_not_direct,false
1445,MED:41544200,41544200,PMC13054941,10.1002/ijc.70332,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Etiology of gene expression-based subtypes of breast cancer in the Ghana Breast Health Study.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
1449,MED:41569442,41569442,PMC12827424,10.1007/s10549-025-07884-3,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular and socioeconomic characteristics of inflammatory breast cancer in the Carolina Breast Cancer Study.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
1457,MED:41692938,41692938,,10.1007/s11357-026-02143-9,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Subtype-specific sirtuin expression signatures link mitochondrial-epigenetic networks to breast cancer survival.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
1516,MED:40021703,40021703,PMC11871144,10.1038/s41598-025-89274-9,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene expression associated with endocrine therapy resistance in estrogen receptor-positive breast cancer.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
1540,MED:40355907,40355907,PMC12070617,10.1186/s40478-025-02001-3,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Genomic and immune profiling of breast cancer brain metastases.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
1550,MED:40518006,40518006,,10.1016/j.clnesp.2025.06.021,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,false,"Letter to the Editor: Comment on ""Healthy lifestyle indices are associated with breast cancer immunophenotypes in women"".","Second-stage review identifies secondary, guideline, commentary, or perspective literature retained only for citation chaining.",second_stage_not_direct,false
1631,MED:38175669,38175669,PMC11067809,10.1093/oncolo/oyad337,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,CDK4/6-Inhibitors Versus Chemotherapy in Advanced HR+/HER2-Negative Breast Cancer: Results and Correlative Biomarker Analyses of the KENDO Randomized Phase II Trial.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
