rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
684,MED:37432459,37432459,PMC10465649,10.1007/s00432-023-05031-3,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,CSPG4 as a target for the specific killing of triple-negative breast cancer cells by a recombinant SNAP-tag-based antibody-auristatin F drug conjugate.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
685,MED:37552602,37552602,,10.1016/j.celrep.2023.112936,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,CdGAP is a talin-binding protein and a target of TGF-β signaling that promotes HER2-positive breast cancer growth and metastasis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
686,MED:37628611,37628611,PMC10454310,10.3390/genes14081559,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,High Atlastin 2-2 (ATL2-2) Expression Associates with Worse Prognosis in Estrogen-Receptor-Positive Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
687,MED:37681908,37681908,PMC10486747,10.3390/cells12172176,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Adverse Crosstalk between Extracellular Matrix Remodeling and Ferroptosis in Basal Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
688,MED:37686305,37686305,PMC10487460,10.3390/ijms241713497,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Application of Novel Transcription Factor Machine Learning Model and Targeted Drug Combination Therapy Strategy in Triple Negative Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
689,MED:37759462,37759462,PMC10526962,10.3390/cells12182237,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The Role and Therapeutic Targeting of CCR5 in Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
690,MED:37773134,37773134,PMC10540453,10.1186/s13058-023-01719-z,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Tamoxifen-predictive value of gene expression signatures in premenopausal breast cancer: data from the randomized SBII:2 trial.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
691,MED:37786536,37786536,PMC10541763,10.1177/17588359231200457,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Neoadjuvant endocrine therapy in ER-positive breast cancer: evolution, indication, and tailored treatment strategy.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
692,MED:37794585,37794585,PMC10591042,10.1016/j.xcrm.2023.101203,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep (phospho)proteomics profiling of pre- treatment needle biopsies identifies signatures of treatment resistance in HER2<sup>+</sup> breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
693,MED:37808197,37808197,PMC10551544,10.3389/fphar.2023.1225951,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Optimization of small molecule degraders and antagonists for targeting estrogen receptor based on breast cancer: current status and future.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
694,MED:37830168,37830168,PMC10619128,10.3892/mmr.2023.13113,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,FGFR2 genetic variants in women with breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
695,MED:37834225,37834225,PMC10573125,10.3390/ijms241914777,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Modulation of JAK-STAT Signaling by LNK: A Forgotten Oncogenic Pathway in Hormone Receptor-Positive Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
696,MED:37963365,37963365,PMC10651167,10.1097/ppo.0000000000000677,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,From Race to Racism and Disparities to Equity: An Actionable Biopsychosocial Approach to Breast Cancer Outcomes.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
697,MED:38026206,38026206,PMC10665820,10.1016/j.isci.2023.108322,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,MIRS: An AI scoring system for predicting the prognosis and therapy of breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
698,MED:38027092,38027092,PMC10666628,10.3389/fendo.2023.1250189,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Immunohistochemistry-derived subtypes of breast cancer distribution in four regions of Ethiopia.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
699,MED:38059884,38059884,PMC10756131,10.18632/aging.205260,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Involvement of RFC3 in tamoxifen resistance in ER-positive breast cancer through the cell cycle.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
700,MED:38933497,38933497,PMC11208111,,context,unclear,low,,false,Changing the Paradigm in Prognostic Breast Cancer Testing Based on Extracellular Vesicles.,No abstract is available; founder title-level adjudication is required.,outcome_or_treatment_in_title,false
701,PPR:PPR608973,,,10.21203/rs.3.rs-2484456/v1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification of targetable genomic profiling of breast cancer brain metastases identifies alterations and genomic signatures relevant to immune-checkpoint and PARP inhibitors,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
702,MED:32713217,32713217,,10.1080/14712598.2020.1801627,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Current and emerging biologic therapies for triple negative breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
703,MED:34165864,34165864,PMC8732351,10.1002/1878-0261.13047,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Breast cancer metastasis: immune profiling of lymph nodes reveals exhaustion of effector T cells and immunosuppression.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
704,MED:34274535,34274535,PMC8821896,10.1016/j.ymthe.2021.07.003,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A chemokine regulatory loop induces cholesterol synthesis in lung-colonizing triple-negative breast cancer cells to fuel metastatic growth.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
705,MED:34653059,34653059,,10.1097/pas.0000000000001822,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Expression of N-Terminal-Deficient E-Cadherin Protein in Invasive Lobular Carcinoma of the Breast.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
706,MED:34725848,34725848,,10.1111/his.14592,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,SRY-box transcription factor 10 is a highly specific biomarker of basal-like breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
707,MED:34980437,34980437,,10.1016/j.patol.2021.01.006,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Low-grade triple-negative breast carcinomas. A report of 2 cases and an update of current concepts.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
708,MED:35007560,35007560,,10.1016/j.yexmp.2021.104739,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The combination of TRAIL and the Smac mimetic LCL-161 induces an irreversible phenotypic change of MCF-7 breast cancer cells.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
709,MED:35053474,35053474,PMC8773730,10.3390/cancers14020310,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Role of ctDNA in Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
710,MED:35121644,35121644,PMC8819787,10.1136/jitc-2021-003427,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Evaluating the efficacy of a priming dose of cyclophosphamide prior to pembrolizumab to treat metastatic triple negative breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
711,MED:35140341,35140341,PMC9023448,10.1038/s41416-021-01630-4,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Breast cancer hypoxia in relation to prognosis and benefit from radiotherapy after breast-conserving surgery in a large, randomised trial with long-term follow-up.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
712,MED:35254385,35254385,PMC9595107,10.1158/1078-0432.ccr-21-3185,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Modulation of the Estrogen/erbB2 Receptors Cross-talk by CDK4/6 Inhibition Triggers Sustained Senescence in Estrogen Receptor- and ErbB2-positive Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
713,MED:35267416,35267416,PMC8909273,10.3390/cancers14051108,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Reduced Expression of Annexin A6 Induces Metabolic Reprogramming That Favors Rapid Fatty Acid Oxidation in Triple-Negative Breast Cancer Cells.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
714,MED:35311143,35311143,PMC8931257,10.3389/fonc.2022.819818,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Association of HER-2/CEP17 Ratio and HER-2 Copy Number With pCR Rate in HER-2-Positive Breast Cancer After Dual-Target Neoadjuvant Therapy With Trastuzumab and Pertuzumab.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
715,MED:35345363,35345363,PMC9360969,10.31557/apjcp.2022.23.3.911,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Antiproliferative Effects of Curcumin Different Types of Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
716,MED:35480139,35480139,PMC9038417,10.1155/2022/9605439,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Global Increase in Breast Cancer Incidence: Risk Factors and Preventive Measures.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
717,MED:35501337,35501337,PMC9061835,10.1038/s41523-022-00425-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Epigenome erosion and SOX10 drive neural crest phenotypic mimicry in triple-negative breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
718,MED:35605014,35605014,PMC9126382,10.1371/journal.pone.0268799,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,High expression of SLC20A1 is less effective for endocrine therapy and predicts late recurrence in ER-positive breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
719,MED:35623026,35623026,,10.1200/edbk_350358,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Personalizing Adjuvant Endocrine Therapy for Early-Stage Hormone Receptor-Positive Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
720,MED:35692369,35692369,PMC9184229,10.1155/2022/6577942,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification of Crucial lncRNAs for Luminal A Breast Cancer through RNA Sequencing.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
721,MED:35734391,35734391,PMC9204893,10.1093/narcan/zcac018,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Luminal androgen receptor breast cancer subtype and investigation of the microenvironment and neoadjuvant chemotherapy response.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
722,MED:35741320,35741320,PMC9220417,10.3390/biology11060799,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Epstein-Barr Virus Association with Breast Cancer: Evidence and Perspectives.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
723,MED:35752515,35752515,,10.1053/j.semdp.2022.06.015,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Update on prognostic and predictive biomarkers of breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
724,MED:35804890,35804890,PMC9264851,10.3390/cancers14133115,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Epithelial-to-Mesenchymal Transition Drives Invasiveness of Breast Cancer Brain Metastases.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
725,MED:35813014,35813014,PMC9254097,10.21873/cdp.10126,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,High SLC20A1 Expression Is Associated With Poor Prognosis for Radiotherapy of Estrogen Receptor-positive Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
726,MED:35884366,35884366,PMC9320771,10.3390/cancers14143305,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Targeted Therapeutic Options and Future Perspectives for HER2-Positive Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
727,MED:35902886,35902886,PMC9336046,10.1186/s13148-022-01316-5,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Distinct modulation of IFNγ-induced transcription by BET bromodomain and catalytic P300/CBP inhibition in breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
728,MED:35933845,35933845,,10.1016/j.ctrv.2022.102434,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Rethinking breast cancer follow-up based on individual risk and recurrence management.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
729,MED:35947048,35947048,PMC9529824,10.1002/cncr.34426,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Correlation of the Ki67 Working Group prognostic risk categories with the Oncotype DX Recurrence Score in early breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
730,MED:35961236,35961236,,10.1016/j.compbiolchem.2022.107746,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Comprehensive analysis of the large and small ribosomal proteins in breast cancer: Insights on proteomic and transcriptomic expression patterns, regulation, mutational landscape, and prognostic significance.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
731,MED:35992833,35992833,PMC9387304,10.3389/fonc.2022.818693,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Comprehensive Analysis of the Immunogenomics of Triple-Negative Breast Cancer Brain Metastases From LCCC1419.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
732,MED:35992864,35992864,PMC9389363,10.3389/fonc.2022.932743,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The potential effects and mechanisms of breast inflammatory lesions on the occurrence and development of breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
733,MED:36002449,36002449,PMC9402552,10.1038/s41419-022-05177-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Glycosylation defects, offset by PEPCK-M, drive entosis in breast carcinoma cells.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
734,MED:36050786,36050786,PMC9434975,10.1186/s13046-022-02476-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Heterogeneity of triple negative breast cancer: Current advances in subtyping and treatment implications.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
735,MED:36064121,36064121,,10.1016/j.bbcan.2022.188789,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Can EGFR be a therapeutic target in breast cancer?,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
736,MED:36077616,36077616,PMC9454728,10.3390/cancers14174080,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Understanding Breast Cancers through Spatial and High-Resolution Visualization Using Imaging Technologies.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
737,MED:36111296,36111296,PMC9468319,10.3389/fendo.2022.977331,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Androgen receptor in breast cancer: The ""5W"" questions.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
738,MED:36186774,36186774,PMC9520286,10.3389/fmed.2022.965429,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Association of adenosine signaling gene signature with estrogen receptor-positive breast and prostate cancer bone metastasis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
739,MED:36223240,36223240,PMC9879608,10.1002/cncr.34489,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Burden of lymphedema in long-term breast cancer survivors by race and age.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
740,MED:36230619,36230619,PMC9564251,10.3390/cancers14194699,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,FOXA1 in Breast Cancer: A Luminal Marker with Promising Prognostic and Predictive Impact.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
741,MED:36278695,36278695,PMC9590004,10.3390/proteomes10040035,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Proteomics-Based Identification of Dysregulated Proteins in Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
742,MED:36280687,36280687,PMC9592602,10.1038/s41467-022-33144-9,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Computational pharmacogenomic screen identifies drugs that potentiate the anti-breast cancer activity of statins.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
743,MED:36289918,36289918,PMC9599264,10.3390/biomedicines10102656,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prognostic Impact of LAG-3 mRNA Expression in Early Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
744,MED:36304424,36304424,PMC9601600,10.26502/fjppr.060,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Age-Dependent Heterogeneity of Lymph Node Metastases and Survival Identified by Analysis of a National Breast Cancer Registry.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
745,MED:36321309,36321309,PMC10071672,10.1158/2159-8290.cd-22-0852,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Race and Ancestry in Immune Response to Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
746,MED:36338982,36338982,PMC9630632,10.3389/fgene.2022.960567,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification of a prognostic risk-scoring model and risk signatures based on glycosylation-associated cluster in breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
747,MED:36478748,36478748,PMC9722309,10.1155/2022/6001947,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,<i>NUSAP1</i> and <i>PCLAF</i> (<i>KIA0101</i>) Downregulation by Neoadjuvant Therapy is Associated with Better Therapeutic Outcomes and Survival in Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
748,MED:36497371,36497371,PMC9739577,10.3390/cancers14235890,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,ERK MAP Kinase Signaling Regulates RAR Signaling to Confer Retinoid Resistance on Breast Cancer Cells.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
749,MED:36520434,36520434,PMC9856509,10.1001/jamanetworkopen.2022.47154,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Association of Endocrine Therapy for HR+/ERBB2+ Metastatic Breast Cancer With Survival Outcomes.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
750,MED:36672606,36672606,PMC9855532,10.3390/biomedicines11010098,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The Prognostic and Predictive Value of Genomic Assays in Guiding Adjuvant Breast Radiation Therapy.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
751,MED:31436549,31436549,PMC7031042,10.1097/sla.0000000000003551,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Cytoplasmic Cyclin E Expression Predicts for Response to Neoadjuvant Chemotherapy in Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
752,MED:32590453,32590453,PMC7755692,10.1097/pai.0000000000000864,context,unclear,moderate,,true,"Ki67 Immunohistochemistry Quantification in Breast Carcinoma: A Comparison of Visual Estimation, Counting, and ImmunoRatio.","The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_record|classifier_method,false
753,MED:33364047,33364047,PMC7753232,10.1016/j.jare.2020.08.009,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Hemoglobin overexpression and splice signature as new features of inflammatory breast cancer?,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
754,MED:33369665,33369665,PMC8246841,10.1093/jnci/djaa202,context,unclear,low,,false,Ki67 Assessment in Breast Cancer: Are We There Yet?,No abstract is available; founder title-level adjudication is required.,,false
755,MED:33413533,33413533,PMC7792208,10.1186/s13058-020-01384-6,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Invasive lobular carcinoma of the breast: the increasing importance of this special subtype.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
756,MED:33434069,33434069,PMC8081493,10.1200/go.20.00440,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Epidemiological Analyses Reveal a High Incidence of Breast Cancer in Young Women in Brazil.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
757,MED:33452359,33452359,PMC7810837,10.1038/s41598-021-80974-6,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Overexpression of β-Arrestins inhibits proliferation and motility in triple negative breast cancer cells.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
758,MED:33568634,33568634,PMC7876150,10.1038/s41419-021-03436-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Alternative splicing of ceramide synthase 2 alters levels of specific ceramides and modulates cancer cell proliferation and migration in Luminal B breast cancer subtype.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
759,MED:33574966,33574966,PMC7857872,10.1155/2021/8860728,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Increased Expression of DNA2 Was Linked to Poor Prognosis in Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
760,MED:33599248,33599248,PMC7904047,10.1093/database/baab007,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,bc-GenExMiner 4.5: new mining module computes breast cancer differential gene expression analyses.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
761,MED:33617937,33617937,PMC12236464,10.1016/j.annonc.2021.02.011,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Predicted sensitivity to endocrine therapy for stage II-III hormone receptor-positive and HER2-negative (HR+/HER2-) breast cancer before chemo-endocrine therapy.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
762,MED:33623115,33623115,PMC8140991,10.1038/s41374-020-00506-0,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Protein-based immune profiles of basal-like vs. luminal breast cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
763,MED:33662273,33662273,,10.1016/j.molcel.2021.01.034,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Oncogenic translation directs spliceosome dynamics revealing an integral role for SF3A3 in breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
764,MED:33767579,33767579,PMC7975701,10.7150/ijbs.56128,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Basal-like breast cancer with low TGFβ and high TNFα pathway activity is rich in activated memory CD4 T cells and has a good prognosis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method|outcome_or_treatment_in_title,false
765,MED:33832110,33832110,PMC8036124,10.1097/md.0000000000025344,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Extensive analysis of the molecular biomarkers excision repair cross complementing 1, ribonucleotide reductase M1, β-tubulin III, thymidylate synthetase, and topoisomerase IIα in breast cancer: Association with clinicopathological characteristics.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
