rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
135,MED:41322337,41322337,PMC12664634,10.1016/j.gendis.2025.101589,context,unclear,low,,false,A new and more informative subtyping scheme for breast cancer based on co-expression of metabolic genes.,No abstract is available; founder title-level adjudication is required.,classifier_method,false
136,MED:40816630,40816630,,10.1016/j.ygeno.2025.111097,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Multi-omics dissection of super-enhancer heterogeneity reveals subtype-specific transcriptional drivers in triple-negative breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
137,MED:36264172,36264172,PMC10623072,10.1089/bio.2022.0090,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Quality Assessment of Proteins and RNA Following Storage in Archival Formalin-Fixed Paraffin-Embedded Human Breast Cancer Tissue Microarray Sections.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
138,MED:34482483,34482483,,10.1007/s10549-021-06379-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A CTL/M2 macrophage-related four-gene signature predicting metastasis-free survival in triple-negative breast cancer treated with adjuvant radiotherapy.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
139,MED:32208353,32208353,PMC7097521,10.1016/j.tranon.2020.100756,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Performance Characteristics of the BluePrint® Breast Cancer Diagnostic Test.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
140,MED:33014152,33014152,PMC7520755,10.3892/ol.2020.12136,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Biomarker heterogeneity between primary breast cancer and synchronous axillary lymph node metastases.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
141,MED:30677255,30677255,PMC6382728,10.1002/cam4.1880,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Development and validation of nomograms integrating immune-related genomic signatures with clinicopathologic features to improve prognosis and predictive value of triple-negative breast cancer: A gene expression-based retrospective study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
142,MED:29594352,29594352,,10.1007/s00428-018-2343-z,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Analysis of membranous Ki-67 staining in breast cancer and surrounding breast epithelium.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
143,MED:30275860,30275860,PMC6158156,10.4048/jbc.2018.21.e35,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Evaluating the Prediction of Breast Cancer Survival Using Lymph Node Ratio.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
144,MED:26774850,26774850,,10.1016/j.rx.2015.11.007,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Breast cancer: determining the genetic profile from ultrasound-guided percutaneous biopsy specimens obtained during the diagnostic workups.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
145,MED:25848861,25848861,PMC4307898,10.1186/s13058-015-0514-2,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Multigene prognostic tests in breast cancer: past, present, future.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method|outcome_or_treatment_in_title,false
146,MED:26041687,26041687,PMC4491103,10.1007/s10549-015-3444-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Quality assessment of estrogen receptor and progesterone receptor testing in breast cancer using a tissue microarray-based approach.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
147,MED:26161666,26161666,PMC4498889,10.1371/journal.pone.0132449,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Outcomes of Estrogen Receptor Negative and Progesterone Receptor Positive Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
148,MED:26166838,26166838,PMC4490921,10.1055/s-0035-1546150,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Chemotherapy for Metastatic Breast Cancer - An Anachronism in the Era of Personalised and Targeted Oncological Therapy?,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|outcome_or_treatment_in_title,false
149,MED:26420767,26420767,PMC4789709,10.1136/jclinpath-2015-203174,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The importance of tissue handling of surgically removed breast cancer for an accurate assessment of the Ki-67 index.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
150,MED:23747837,23747837,,10.1016/j.ygyno.2013.05.039,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Distribution and prognosis of molecular breast cancer subtypes defined by immunohistochemical biomarkers in a Spanish population-based study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
151,MED:22467403,22467403,,10.1007/s12282-012-0353-2,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Histological grade as an alternative to the Ki67 labeling index is only available for luminal-type breast cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
152,MED:23323153,23323153,PMC3542834,10.1593/tlo.12244,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene signatures in breast cancer: current and future uses.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
153,MED:21267685,21267685,,10.1007/s12253-011-9366-y,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Estrogen receptor negative and progesterone receptor positive breast carcinomas-how frequent are they?,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
154,MED:18182677,18182677,,10.1200/jco.2007.14.8411,context,unclear,low,,false,Does estrogen receptor negative/progesterone receptor positive breast carcinoma exist?,No abstract is available; founder title-level adjudication is required.,,false
155,MED:18977656,18977656,,10.1016/j.ejca.2008.09.011,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Gene expression predictors in breast cancer: current status, limitations and perspectives.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
156,MED:15762275,15762275,,10.1309/hcf035n9wk40etj0,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Bimodal frequency distribution of estrogen receptor immunohistochemical staining results in breast cancer: an analysis of 825 cases.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
157,MED:16251534,16251534,,10.1056/nejmoa050518,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Effect of screening and adjuvant therapy on mortality from breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|outcome_or_treatment_in_title,false
158,MED:2903446,2903446,,10.1056/nejm198811103191902,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Neu-protein overexpression in breast cancer. Association with comedo-type ductal carcinoma in situ and limited prognostic value in stage II breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
159,MED:34077519,34077519,PMC9002278,10.1093/jnci/djab106,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Clinical Value of Consensus Molecular Subtypes in Colorectal Cancer: A Systematic Review and Meta-Analysis.,The title identifies secondary literature retained only for citation chaining.,strong_method_in_record|classifier_method|secondary_literature_in_title,false
160,MED:41794038,41794038,,10.1016/j.xcrm.2026.102642,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular taxonomy of pancreatic neuroendocrine tumors reveals BEND2-fusions-driven transcriptional plasticity and therapeutic vulnerabilities.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
161,MED:42049662,42049662,PMC13244588,10.1111/bju.70299,context,unclear,low,,false,'BJUI Clinical Dilemma': Recurrent high-grade non-muscle-invasive bladder cancer in 2026.,No abstract is available; founder title-level adjudication is required.,,false
162,PPR:PPR1211086,,,10.64898/2026.05.07.723570,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Dependencies in heterogeneous, lineage plastic patient–derived prostate cancer organoids revealed through integrated single–cell multiomics and CRISPR screening","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
163,MED:40000527,40000527,PMC11861463,10.1007/s12672-025-01981-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Tumor microenvironment and drug resistance in lung adenocarcinoma: molecular mechanisms, prognostic implications, and therapeutic strategies.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
164,MED:40247187,40247187,PMC12004710,10.1186/s10020-025-01199-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Genomic subtypes of non-muscle-invasive bladder cancer: guiding immunotherapy decision-making for patients exposed to aristolochic acid.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
165,MED:40269326,40269326,PMC12222889,10.1038/s44320-025-00102-8,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Proteomics of colorectal tumors identifies the role of CAVIN1 in tumor relapse.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
166,MED:40349133,40349133,PMC12065937,10.1093/oncolo/oyaf083,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The PancreasView gemcitabine transcriptomic signature predicts response to gemcitabine in patients with resected pancreatic ductal adenocarcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
167,MED:40615649,40615649,PMC12227561,10.1038/s41598-025-09075-y,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Pan-cancer immune and stromal deconvolution predicts clinical outcomes and mutation profiles.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
168,MED:40812300,40812300,,10.1016/j.stem.2025.07.008,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A pancreatic cancer organoid biobank links multi-omics signatures to therapeutic response and clinical evaluation of statin combination therapy.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|outcome_or_treatment_in_title,false
169,MED:40830093,40830093,PMC12365320,10.1038/s41467-025-62234-7,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Integrative proteogenomic characterization of Wilms tumor.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
170,PPR:PPR1073879,,,10.1101/2025.08.27.672563,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,CD44v6 Drives Tumor Aggressiveness and Chemoresistance in Bladder Cancer,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
171,MED:37725716,37725716,PMC10948323,10.1097/hep.0000000000000600,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Spatial proximity of tumor-immune interactions predicts patient outcome in hepatocellular carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
172,MED:38519484,38519484,PMC10959959,10.1038/s41467-024-46835-2,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Cancer cell genetics shaping of the tumor microenvironment reveals myeloid cell-centric exploitable vulnerabilities in hepatocellular carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
173,MED:38520026,38520026,PMC10958914,10.1186/s40644-024-00685-9,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prognostic PET [<sup>11</sup>C]-acetate uptake is associated with hypoxia gene expression in patients with late-stage hepatocellular carcinoma - a bench to bed study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
174,MED:38721587,38721587,PMC11076661,10.1016/j.csbj.2024.04.056,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Integrated immunogenomic analysis of single-cell and bulk profiling reveals novel tumor antigens and subtype-specific therapeutic agents in lung adenocarcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
175,MED:38833013,38833013,PMC11150232,10.1007/s12672-024-01006-z,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deciphering the role of zinc homeostasis in the tumor microenvironment and prognosis of prostate cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
176,MED:39224521,39224521,PMC11367569,10.1016/j.isci.2024.110578,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The association of appendectomy with prognosis and tumor-associated macrophages in patients with colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
177,MED:39346927,39346927,PMC11427295,10.3389/fimmu.2024.1460547,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Integrating multi-omics and machine learning survival frameworks to build a prognostic model based on immune function and cell death patterns in a lung adenocarcinoma cohort.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
178,MED:39513109,39513109,PMC11540511,10.7150/jca.101451,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Integrative analysis of single-cell and bulk multi-omics data to reveal subtype-specific characteristics and therapeutic strategies in clear cell renal cell carcinoma patients.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
179,MED:39577421,39577421,,10.1016/j.ccell.2024.10.016,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular heterogeneity in urothelial carcinoma and determinants of clinical benefit to PD-L1 blockade.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
180,MED:39732977,39732977,PMC11682178,10.1038/s41598-024-83111-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identifying novel aging-related diagnostic and prognostic models and aging-targeted drugs for sepsis patients.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|outcome_or_treatment_in_title,false
181,MED:36239989,36239989,PMC9811165,10.1158/1078-0432.ccr-22-2041,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Colorectal Cancer Metastases in the Liver Establish Immunosuppressive Spatial Networking between Tumor-Associated SPP1+ Macrophages and Fibroblasts.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
182,MED:36717674,36717674,PMC10050155,10.1038/s41416-023-02157-6,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,MmCMS: mouse models' consensus molecular subtypes of colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|nonhuman_in_title,false
183,MED:36906534,36906534,PMC10007858,10.1186/s12943-023-01744-8,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Extracellular matrix remodeling in tumor progression and immune escape: from mechanisms to treatments.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
184,MED:37234984,37234984,PMC10207322,10.3389/fonc.2023.1123455,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The clinical relevance and prediction efficacy from therapy of tumor microenvironment related signature score in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
185,MED:37267125,37267125,PMC10238095,10.7554/elife.86032,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Comprehensive characterization of tumor microenvironment in colorectal cancer via molecular analysis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
186,MED:37481601,37481601,,10.1186/s40001-023-01221-4,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Multi-omics analysis uncovers clinical, immunological, and pharmacogenomic implications of cuproptosis in clear cell renal cell carcinoma.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
187,MED:37766999,37766999,PMC10520355,10.1016/j.isci.2023.107871,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Immune perturbation network identifies an EMT subtype with chromosomal instability and tumor immune-desert microenvironment.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
188,MED:37880538,37880538,PMC10600115,10.1038/s43856-023-00390-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Lenvatinib activates anti-tumor immunity by suppressing immunoinhibitory infiltrates in the tumor microenvironment of advanced hepatocellular carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
189,MED:37883849,37883849,,10.1016/j.compbiomed.2023.107593,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Tumor biology, immune infiltration and liver function define seven hepatocellular carcinoma subtypes linked to distinct drivers, survival and drug response.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method|outcome_or_treatment_in_title,false
190,MED:37951921,37951921,PMC10638833,10.1186/s13046-023-02869-w,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Anti-tumor activity of all-trans retinoic acid in gastric-cancer: gene-networks and molecular mechanisms.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
191,MED:37991591,37991591,,10.1007/s10142-023-01266-y,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The cellular trajectories of tumor-associated macrophages decipher the heterogeneity of pancreatic cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
192,MED:38867932,38867932,,10.1002/imt2.127,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Immune-related interaction perturbation networks unravel biological peculiars and clinical significance of glioblastoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
193,MED:34643090,34643090,PMC12721623,10.1097/ju.0000000000002261,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Patients with Muscle-Invasive Bladder Cancer with Nonluminal Subtype Derive Greatest Benefit from Platinum Based Neoadjuvant Chemotherapy.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
194,MED:35061935,35061935,PMC8782496,10.1002/ctm2.670,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Multi-omics analysis of intra-tumoural and inter-tumoural heterogeneity in pancreatic ductal adenocarcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
195,MED:35108518,35108518,,10.1016/j.humpath.2022.01.006,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular pathology of the non-luminal Ba/Sq-like and Sc/NE-like classes of urothelial tumours: An integrated immunohistochemical analysis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
196,MED:35273605,35273605,PMC8901887,10.3389/fimmu.2022.824946,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Establishing a Prognostic Model Based on Ulceration and Immune Related Genes in Melanoma Patients and Identification of EIF3B as a Therapeutic Target.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
197,MED:35712812,35712812,PMC9426409,10.1002/hep4.1991,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Atorvastatin favorably modulates a clinical hepatocellular carcinoma risk gene signature.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
198,MED:35739249,35739249,PMC9226130,10.1038/s41698-022-00292-6,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Favorable immune checkpoint inhibitor outcome of patients with melanoma and NSCLC harboring FAT1 mutations.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
199,MED:35967384,35967384,PMC9363578,10.3389/fimmu.2022.964190,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,CD8+ T cell trajectory subtypes decode tumor heterogeneity and provide treatment recommendations for hepatocellular carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
200,MED:36054900,36054900,,10.1002/ijc.34247,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The presence of vessels encapsulating tumor clusters is associated with an immunosuppressive tumor microenvironment in hepatocellular carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
201,MED:36290808,36290808,PMC9600136,10.3390/curroncol29100531,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A Case Report on Longitudinal Collection of Tumour Biopsies for Gene Expression-Based Tumour Microenvironment Analysis from Pancreatic Cancer Patients Treated with Endoscopic Ultrasound Guided Radiofrequency Ablation.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
202,MED:36497046,36497046,PMC9737968,10.3390/cells11233784,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular Cluster Mining of Adrenocortical Carcinoma via Multi-Omics Data Analysis Aids Precise Clinical Therapy.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
203,MED:36600418,36600418,PMC9772662,10.1136/bmjopen-2022-064898,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Cohort profile: Bladder Cancer Data Base Sweden (BladderBaSe) 2.0.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
204,MED:32217639,32217639,PMC7116473,10.1136/gutjnl-2019-318918,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Targeting clinical epigenetic reprogramming for chemoprevention of metabolic and viral hepatocellular carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
205,MED:32900624,32900624,,10.1016/j.urolonc.2020.08.023,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,The value and limitations of urothelial bladder carcinoma molecular classifications to predict oncological outcomes and cancer treatment response: A systematic review and meta-analysis.,The title identifies secondary literature retained only for citation chaining.,classifier_method|outcome_or_treatment_in_title|secondary_literature_in_title,false
206,MED:33580207,33580207,PMC7881244,10.1038/s41698-021-00142-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A tumor microenvironment-specific gene expression signature predicts chemotherapy resistance in colorectal cancer patients.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
207,MED:33723215,33723215,PMC7961150,10.1038/s41419-021-03554-6,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,FoxP3-miR-150-5p/3p suppresses ovarian tumorigenesis via an IGF1R/IRS1 pathway feedback loop.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
208,MED:33972745,33972745,PMC8329212,10.1038/s41416-021-01411-z,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Predicting the clinical outcome of oral potentially malignant disorders using transcriptomic-based molecular pathology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
209,MED:34035068,34035068,PMC10327469,10.1158/1078-0432.ccr-21-0267,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"OCaMIR-A Noninvasive, Diagnostic Signature for Early-Stage Ovarian Cancer: A Multi-cohort Retrospective and Prospective Study.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
210,MED:34289836,34289836,PMC8296694,10.1186/s12916-021-02027-z,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Variability of multi-omics profiles in a population-based child cohort.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
211,MED:34426439,34426439,PMC8563410,10.1158/1078-0432.ccr-20-3925,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Elucidation of Tumor-Stromal Heterogeneity and the Ligand-Receptor Interactome by Single-Cell Transcriptomics in Real-world Pancreatic Cancer Biopsies.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
212,MED:34470666,34470666,PMC8411513,10.1186/s13073-021-00956-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,De novo transcriptomic subtyping of colorectal cancer liver metastases in the context of tumor heterogeneity.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
213,MED:34471425,34471425,PMC8404641,10.1177/17588359211038478,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Comprehensive molecular profiling to predict clinical outcomes in pancreatic cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
214,MED:34535664,34535664,PMC8448834,10.1038/s41467-021-25468-9,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A human liver cell-based system modeling a clinical prognostic liver signature for therapeutic discovery.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|outcome_or_treatment_in_title,false
