rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
1910,MED:35850199,35850199,PMC9613505,10.1053/j.gastro.2022.07.005,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,"A Lesson in Transcriptional Plasticity: Classical Identity Is Silenced, but Not Lost, in Pancreatic Ductal Adenocarcinoma Cell Lines.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
1912,MED:35873015,35873015,PMC9293706,10.1016/j.gendis.2021.12.001,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,A 6-gene panel as a signature to predict recovery from advanced heart failure using transcriptomic analysis.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",classifier_method|second_stage_not_direct,false
1925,MED:36178036,36178036,PMC9648386,10.1002/cac2.12365,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Inhibition of glucuronidation in pancreatic cancer improves gemcitabine anticancer activity.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
1949,MED:33227409,33227409,,10.1016/j.annonc.2020.11.012,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Pancreatic cancer transcriptomes: molecular stratification in the adjuvant setting.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",classifier_method|second_stage_not_direct,false
2029,MED:30688688,30688688,PMC6656642,10.1097/sla.0000000000003204,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Prospective Validation of a Transcriptomic Metric in Severe Trauma.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",classifier_method|second_stage_not_direct,false
2039,MED:32037144,32037144,,10.1016/j.eururo.2019.12.014,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,false,"Reply To Kenneth B. Yatai, Mark J. Dunning, Dennis Wang. Consensus Genomic Subtypes of Muscle-invasive Bladder Cancer: A Step in the Right Direction but Still a Long Way To Go. Eur Urol 2020;77:434-5.","Second-stage review identifies secondary, guideline, commentary, or perspective literature retained only for citation chaining.",classifier_method|second_stage_not_direct,false
2063,MED:33106847,33106847,PMC8536214,10.1093/clinchem/hvaa220,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,"Quantification of Estrogen Receptor, Progesterone Receptor, and Human Epidermal Growth Factor Receptor 2 Protein Expression in Bone Biopsies by Targeted Mass Spectrometry without Acid Decalcification.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
2065,MED:33287740,33287740,PMC7720540,10.1186/s12885-020-07695-3,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Comprehensive analysis of prognostic gene signatures based on immune infiltration of ovarian cancer.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
2070,MED:33490206,33490206,PMC7812196,10.21037/atm-20-5406,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Molecular downstaging: a new paradigm for neoadjuvant endocrine therapy.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",outcome_or_treatment_in_title|second_stage_not_direct,false
2071,MED:33665156,33665156,PMC7923891,10.3389/fonc.2020.491621,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Immune Infiltration Landscape in Clear Cell Renal Cell Carcinoma Implications.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
2129,MED:29601802,29601802,,10.1016/j.amjmed.2018.03.008,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,false,Impact of an Interdisciplinary Computational Research Section in a Department of Medicine: An 8-Year Perspective.,"Second-stage review identifies secondary, guideline, commentary, or perspective literature retained only for citation chaining.",second_stage_not_direct,false
2137,MED:29853306,29853306,PMC6586429,10.1016/j.eururo.2018.05.014,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The Diverse Genomic Landscape of Clinically Low-risk Prostate Cancer.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
2164,MED:28569573,28569573,,10.1164/rccm.201612-2572ed,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Using Network Analysis to Understand Severe Asthma Phenotypes.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
2166,MED:28615220,28615220,PMC5580274,10.1182/blood-2017-05-783191,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Confounding in ex vivo models of Diamond-Blackfan anemia.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
2210,MED:27653561,27653561,PMC6309165,10.1056/nejmp1607591,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Toward a Shared Vision for Cancer Genomic Data.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
2260,MED:25155929,25155929,,10.2217/pgs.14.79,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Pharmacogenomics in rheumatoid arthritis: how close are we to the clinic?,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
2290,MED:24729942,24729942,PMC3982603,10.4172/2153-0602.1000127,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Meta-analysis of Aurora Kinase A (AURKA) Expression Data Reveals a Significant Correlation Between Increased AURKA Expression and Distant Metastases in Human ER-positive Breast Cancers.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",secondary_literature_in_title|second_stage_not_direct,false
2291,MED:22262869,22262869,PMC3283539,10.1093/jnci/djr557,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Gene signatures revisited.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
2298,MED:22643011,22643011,,10.1051/medsci/2012285022,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,[Are expression signatures worthless?].,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
2299,MED:22760577,22760577,,10.1002/bies.201200074,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Are expression profiles meaningless for cancer studies?,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
2311,MED:21268726,21268726,,10.1056/nejmra0907178,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Genomics and the continuum of cancer care.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
2313,MED:21301956,21301956,,10.1007/s10549-011-1375-8,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Biomarkers of PARP inhibitor sensitivity.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
2339,MED:20581045,20581045,PMC2928419,10.2353/jmoldx.2010.100093,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Caveolin-1 P132L mutation in human cancers: 1 CAVeat to be voiced.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
2353,MED:19124474,19124474,,10.1158/1055-9965.epi-08-0867,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Microarrays and epidemiology: ensuring the impact and accessibility of research findings.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
2363,MED:19593503,19593503,,10.1007/978-0-387-75115-3_2,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Prognostic and predictive factors.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",outcome_or_treatment_in_title|second_stage_not_direct,false
2374,MED:18497026,18497026,,10.1007/978-0-387-69080-3_1,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Relevance of the concept of oncogene addiction to hormonal carcinogenesis and molecular targeting in cancer prevention and therapy.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",outcome_or_treatment_in_title|second_stage_not_direct,false
2380,MED:18818262,18818262,,10.1136/jcp.2008.061010,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,"Receiver-operating characteristic curve analysis in diagnostic, prognostic and predictive biomarker research.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",outcome_or_treatment_in_title|second_stage_not_direct,false
2397,MED:16642009,16642009,,10.1038/ng0506-500,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,GenePattern 2.0.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
2402,MED:15705441,15705441,,10.1016/s0140-6736(05)17878-7,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Microarrays and molecular research: noise discovery?,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
2434,MED:20983181,20983181,,10.1093/jee/39.2.269,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Individual comparisons of grouped data by ranking methods.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
